x,age,workclass,education,educational-num,marital-status,race,gender,hours-per-week,income
396,37,Private,HS-grad,9,Separated,Asian-Pac-Islander,Male,60,<=50K
397,45,Private,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male,45,>50K
398,63,?,HS-grad,9,Married-civ-spouse,White,Male,16,<=50K
399,36,Private,Masters,14,Married-civ-spouse,Asian-Pac-Islander,Male,45,<=50K
400,45,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
401,41,Private,Bachelors,13,Never-married,White,Female,40,<=50K
402,26,Private,Assoc-acdm,12,Never-married,White,Female,20,<=50K
403,17,Private,11th,7,Never-married,White,Female,25,<=50K
404,27,Private,HS-grad,9,Married-civ-spouse,White,Male,36,<=50K
405,43,Private,HS-grad,9,Married-civ-spouse,White,Male,65,<=50K
406,35,Private,HS-grad,9,Never-married,White,Male,55,<=50K
407,38,Private,Bachelors,13,Divorced,White,Female,40,<=50K
408,26,Private,HS-grad,9,Never-married,White,Male,40,<=50K
409,28,Private,Some-college,10,Never-married,White,Female,40,<=50K
410,38,Private,Bachelors,13,Married-civ-spouse,White,Female,24,>50K
411,36,Private,11th,7,Divorced,White,Female,40,<=50K
412,33,Private,HS-grad,9,Married-civ-spouse,White,Female,40,>50K
413,19,Private,HS-grad,9,Never-married,White,Male,70,<=50K
414,22,?,Assoc-acdm,12,Never-married,White,Male,25,<=50K
415,42,Federal-gov,10th,6,Married-civ-spouse,White,Male,40,<=50K
416,50,Private,10th,6,Married-civ-spouse,White,Male,40,>50K
417,30,Private,HS-grad,9,Married-civ-spouse,White,Male,30,<=50K
418,37,State-gov,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male,40,<=50K
419,54,Self-emp-inc,Prof-school,15,Married-civ-spouse,White,Male,40,>50K
420,52,Self-emp-inc,Bachelors,13,Never-married,White,Male,40,<=50K
421,65,Private,1st-4th,2,Married-civ-spouse,Other,Male,40,<=50K
422,33,Private,HS-grad,9,Divorced,White,Female,40,<=50K
423,25,Private,Some-college,10,Never-married,White,Male,40,<=50K
424,24,Private,Bachelors,13,Never-married,White,Male,45,<=50K
425,26,Private,Assoc-voc,11,Separated,Black,Female,40,<=50K
426,39,Private,HS-grad,9,Separated,White,Male,40,>50K
427,59,Private,HS-grad,9,Divorced,White,Female,40,<=50K
428,29,Private,Some-college,10,Never-married,White,Female,40,<=50K
429,47,Private,11th,7,Never-married,White,Female,45,<=50K
430,23,?,Some-college,10,Never-married,White,Female,35,<=50K
431,64,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,50,<=50K
432,21,Private,HS-grad,9,Never-married,Other,Male,20,<=50K
433,32,Private,Some-college,10,Married-civ-spouse,Black,Female,40,>50K
434,26,Private,HS-grad,9,Never-married,Black,Female,37,<=50K
435,19,?,Some-college,10,Never-married,Black,Female,20,<=50K
436,62,Self-emp-not-inc,Masters,14,Married-civ-spouse,White,Male,40,<=50K
437,32,Private,Bachelors,13,Married-civ-spouse,White,Male,55,>50K
438,75,?,10th,6,Married-spouse-absent,White,Female,5,<=50K
439,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
440,31,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
441,32,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
442,24,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
443,25,Private,Bachelors,13,Never-married,White,Female,40,<=50K
444,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
445,18,Private,Some-college,10,Never-married,White,Female,20,<=50K
446,44,Private,Doctorate,16,Married-civ-spouse,White,Male,55,>50K
447,40,Private,Some-college,10,Married-civ-spouse,White,Male,50,<=50K
448,27,Private,Bachelors,13,Never-married,White,Male,40,<=50K
449,23,Private,Bachelors,13,Never-married,White,Male,40,<=50K
450,21,Private,Some-college,10,Never-married,Other,Male,40,<=50K
451,37,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
452,65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,48,<=50K
453,43,Federal-gov,Masters,14,Married-civ-spouse,White,Male,40,>50K
454,45,Private,HS-grad,9,Never-married,White,Male,44,<=50K
455,24,State-gov,Bachelors,13,Never-married,White,Female,40,<=50K
456,24,Private,Some-college,10,Never-married,White,Male,42,<=50K
457,19,Local-gov,Some-college,10,Never-married,White,Male,35,<=50K
458,37,Private,Bachelors,13,Married-civ-spouse,White,Male,65,>50K
459,24,Private,HS-grad,9,Never-married,White,Female,35,<=50K
460,34,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
461,50,State-gov,HS-grad,9,Married-civ-spouse,White,Female,39,<=50K
462,36,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
463,39,Private,Bachelors,13,Married-civ-spouse,White,Male,60,<=50K
464,44,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,White,Male,38,<=50K
465,45,State-gov,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
466,32,State-gov,11th,7,Never-married,White,Male,40,<=50K
467,47,Federal-gov,Masters,14,Married-civ-spouse,Black,Male,40,>50K
468,50,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
469,32,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K
470,19,Private,HS-grad,9,Never-married,White,Male,40,<=50K
471,19,?,Some-college,10,Never-married,White,Female,20,<=50K
472,28,State-gov,Masters,14,Divorced,White,Male,10,<=50K
473,28,Private,HS-grad,9,Divorced,White,Male,50,<=50K
474,39,Federal-gov,Masters,14,Never-married,White,Male,40,>50K
475,21,Private,Some-college,10,Never-married,White,Male,40,<=50K
476,73,Self-emp-not-inc,Some-college,10,Widowed,White,Female,75,<=50K
477,39,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
478,25,Private,Some-college,10,Never-married,White,Male,40,<=50K
479,31,Private,Some-college,10,Married-AF-spouse,White,Female,20,<=50K
480,51,Private,Some-college,10,Divorced,White,Female,32,<=50K
481,39,Private,Bachelors,13,Married-civ-spouse,White,Female,28,<=50K
482,31,Private,Bachelors,13,Divorced,White,Male,40,<=50K
483,21,Private,Some-college,10,Never-married,Black,Male,17,<=50K
484,46,Private,Bachelors,13,Divorced,White,Male,50,>50K
485,73,Private,HS-grad,9,Divorced,White,Female,35,<=50K
486,41,Private,HS-grad,9,Divorced,White,Male,40,<=50K
487,20,Private,HS-grad,9,Never-married,White,Male,40,<=50K
488,27,Private,Assoc-acdm,12,Never-married,White,Male,30,<=50K
489,24,Private,Bachelors,13,Never-married,White,Male,35,<=50K
490,20,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
491,39,Private,Assoc-voc,11,Never-married,White,Male,40,<=50K
492,27,Private,Bachelors,13,Never-married,White,Male,28,<=50K
493,33,Private,11th,7,Married-civ-spouse,White,Male,60,<=50K
494,33,Private,HS-grad,9,Married-civ-spouse,Amer-Indian-Eskimo,Male,40,<=50K
495,36,State-gov,9th,5,Married-civ-spouse,Black,Male,40,<=50K
496,55,Private,Some-college,10,Married-civ-spouse,White,Male,36,<=50K
497,19,Private,Some-college,10,Never-married,White,Male,40,<=50K
498,35,Private,HS-grad,9,Never-married,White,Male,60,<=50K
499,34,Private,5th-6th,3,Never-married,Asian-Pac-Islander,Male,40,<=50K
500,62,State-gov,Prof-school,15,Divorced,White,Female,35,<=50K
501,33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,40,>50K
502,39,Private,9th,5,Married-civ-spouse,White,Male,55,<=50K
503,36,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
504,41,Private,Bachelors,13,Divorced,White,Female,33,<=50K
505,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
506,38,?,HS-grad,9,Married-civ-spouse,White,Female,10,>50K
507,18,Private,HS-grad,9,Never-married,White,Female,10,<=50K
508,61,Private,Some-college,10,Married-civ-spouse,White,Male,45,>50K
509,20,Federal-gov,Assoc-voc,11,Never-married,White,Female,36,<=50K
510,35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,65,>50K
511,27,Private,HS-grad,9,Never-married,White,Male,40,<=50K
512,66,Private,10th,6,Widowed,White,Female,38,<=50K
513,21,Private,HS-grad,9,Never-married,Black,Male,40,<=50K
514,20,Private,Some-college,10,Never-married,White,Female,18,<=50K
515,34,Private,Some-college,10,Divorced,White,Male,40,<=50K
516,63,Private,5th-6th,3,Never-married,White,Female,50,<=50K
517,20,?,HS-grad,9,Never-married,White,Male,40,<=50K
518,31,Private,HS-grad,9,Separated,White,Female,40,<=50K
519,41,Private,Doctorate,16,Married-civ-spouse,White,Male,60,<=50K
520,64,State-gov,1st-4th,2,Married-civ-spouse,Other,Male,45,<=50K
521,32,Private,Bachelors,13,Never-married,White,Female,40,<=50K
522,30,Local-gov,HS-grad,9,Married-civ-spouse,White,Male,50,>50K
523,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,72,<=50K
524,22,Private,Some-college,10,Never-married,White,Male,12,<=50K
525,53,Local-gov,Some-college,10,Married-civ-spouse,White,Male,50,<=50K
526,50,Private,HS-grad,9,Widowed,Amer-Indian-Eskimo,Female,40,<=50K
527,36,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
528,41,Self-emp-inc,11th,7,Married-civ-spouse,White,Male,40,<=50K
529,55,Private,Bachelors,13,Never-married,White,Female,35,<=50K
530,38,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
531,28,Private,Bachelors,13,Never-married,Black,Male,50,<=50K
532,24,Local-gov,Bachelors,13,Never-married,White,Female,37,<=50K
533,60,Private,Some-college,10,Divorced,White,Female,40,<=50K
534,54,Private,10th,6,Married-civ-spouse,Black,Male,40,<=50K
535,27,Self-emp-inc,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
536,30,Private,Masters,14,Married-civ-spouse,White,Female,30,<=50K
537,54,Private,HS-grad,9,Widowed,White,Male,45,<=50K
538,44,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
539,52,Private,HS-grad,9,Married-civ-spouse,White,Male,60,>50K
540,18,Private,11th,7,Never-married,White,Male,20,<=50K
541,55,Private,7th-8th,4,Married-civ-spouse,White,Male,50,<=50K
542,35,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
543,37,Private,Bachelors,13,Divorced,White,Female,40,>50K
544,22,Private,Some-college,10,Never-married,White,Female,40,<=50K
545,45,Private,Bachelors,13,Married-civ-spouse,White,Male,45,>50K
546,38,Private,Bachelors,13,Married-civ-spouse,White,Male,60,<=50K
547,48,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
548,35,Private,Assoc-voc,11,Married-civ-spouse,White,Male,40,<=50K
549,21,Private,Assoc-voc,11,Married-civ-spouse,White,Male,50,<=50K
550,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male,60,>50K
551,18,Private,11th,7,Never-married,White,Male,25,<=50K
552,26,Private,10th,6,Divorced,White,Male,35,<=50K
553,48,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,50,<=50K
554,51,Private,Some-college,10,Separated,Black,Male,40,>50K
555,52,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
556,32,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
557,39,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Male,60,<=50K
558,51,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
559,54,Private,Bachelors,13,Married-civ-spouse,White,Male,50,<=50K
560,21,Private,Some-college,10,Never-married,White,Female,25,<=50K
561,43,Private,HS-grad,9,Separated,Black,Female,40,<=50K
562,32,Private,Some-college,10,Never-married,White,Female,40,<=50K
563,31,State-gov,Masters,14,Married-civ-spouse,White,Male,35,>50K
564,73,?,HS-grad,9,Married-civ-spouse,White,Male,8,<=50K
565,26,Private,Some-college,10,Never-married,Asian-Pac-Islander,Male,60,<=50K
566,35,Private,HS-grad,9,Never-married,White,Male,40,<=50K
567,73,Private,5th-6th,3,Married-civ-spouse,White,Male,54,>50K
568,25,Self-emp-not-inc,Bachelors,13,Never-married,White,Female,40,<=50K
569,58,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,65,<=50K
570,32,Private,HS-grad,9,Separated,White,Female,37,<=50K
571,28,Private,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
572,41,Self-emp-not-inc,Masters,14,Never-married,White,Female,30,<=50K
573,53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,48,<=50K
574,49,Private,HS-grad,9,Separated,White,Female,35,<=50K
575,55,Private,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
576,29,Private,Some-college,10,Married-civ-spouse,White,Female,50,>50K
577,28,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,White,Male,80,<=50K
578,44,Private,HS-grad,9,Married-civ-spouse,White,Male,45,<=50K
579,41,Private,Masters,14,Married-civ-spouse,White,Male,45,>50K
580,26,Private,Assoc-voc,11,Married-civ-spouse,White,Male,45,>50K
581,23,Private,HS-grad,9,Married-civ-spouse,White,Male,40,>50K
582,37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,White,Female,40,>50K
583,23,Private,Bachelors,13,Never-married,White,Male,50,>50K
584,33,Private,Some-college,10,Never-married,Black,Female,40,<=50K
585,44,Private,HS-grad,9,Never-married,White,Male,40,>50K
586,21,Private,Some-college,10,Never-married,White,Male,30,<=50K
587,36,Private,11th,7,Married-civ-spouse,White,Male,40,<=50K
588,44,Local-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
589,23,Private,HS-grad,9,Never-married,Black,Female,40,<=50K
590,26,Private,HS-grad,9,Divorced,White,Male,40,<=50K
591,32,Private,5th-6th,3,Never-married,White,Male,40,<=50K
592,31,Private,Some-college,10,Married-civ-spouse,White,Male,40,>50K
593,50,Local-gov,HS-grad,9,Separated,Black,Female,35,<=50K
594,18,Self-emp-inc,Some-college,10,Never-married,White,Female,20,<=50K
595,49,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
596,59,Private,HS-grad,9,Divorced,White,Female,40,<=50K
597,38,Private,HS-grad,9,Separated,Black,Female,28,<=50K
598,50,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,55,<=50K
599,51,Self-emp-inc,Some-college,10,Married-civ-spouse,White,Male,55,<=50K
600,22,Private,Some-college,10,Never-married,Asian-Pac-Islander,Male,35,<=50K
601,54,Private,HS-grad,9,Married-civ-spouse,White,Female,40,>50K
602,37,Private,HS-grad,9,Never-married,White,Male,40,<=50K
603,31,Private,Bachelors,13,Widowed,White,Male,60,<=50K
604,67,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
605,43,?,11th,7,Separated,White,Male,40,<=50K
606,21,Private,Some-college,10,Never-married,White,Female,40,<=50K
607,30,Private,HS-grad,9,Never-married,White,Female,40,<=50K
608,32,Local-gov,Some-college,10,Married-civ-spouse,White,Male,50,<=50K
609,36,Private,Assoc-voc,11,Never-married,Asian-Pac-Islander,Male,40,<=50K
610,33,Local-gov,Bachelors,13,Never-married,Black,Male,40,<=50K
611,37,Private,HS-grad,9,Married-civ-spouse,White,Male,56,<=50K
612,29,Private,Prof-school,15,Married-civ-spouse,White,Male,48,>50K
613,18,?,Some-college,10,Never-married,White,Male,30,<=50K
614,26,Private,Some-college,10,Never-married,Black,Male,40,<=50K
615,51,Private,7th-8th,4,Married-civ-spouse,White,Male,40,<=50K
616,39,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
617,18,Private,HS-grad,9,Never-married,White,Male,30,<=50K
618,52,Private,12th,8,Married-civ-spouse,White,Male,40,<=50K
619,31,Private,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
620,45,Private,Bachelors,13,Married-civ-spouse,White,Male,53,>50K
621,38,Private,Some-college,10,Married-civ-spouse,White,Male,38,<=50K
622,21,Private,Assoc-acdm,12,Never-married,White,Female,35,<=50K
623,33,Private,HS-grad,9,Separated,White,Male,40,<=50K
624,39,Private,Some-college,10,Divorced,White,Male,40,<=50K
625,31,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
626,43,Private,Bachelors,13,Married-civ-spouse,White,Male,50,>50K
627,64,?,Bachelors,13,Married-civ-spouse,White,Male,10,<=50K
628,33,Self-emp-inc,Bachelors,13,Married-civ-spouse,White,Male,45,>50K
629,49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Male,60,<=50K
630,41,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
631,55,Self-emp-not-inc,Some-college,10,Divorced,White,Male,40,<=50K
632,52,Private,Some-college,10,Divorced,Black,Female,37,<=50K
633,42,Private,Bachelors,13,Divorced,Black,Male,40,<=50K
634,24,Private,Some-college,10,Never-married,White,Female,30,<=50K
635,42,Private,HS-grad,9,Married-spouse-absent,White,Male,52,<=50K
636,41,State-gov,Bachelors,13,Married-civ-spouse,White,Male,40,>50K
637,35,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
638,71,?,5th-6th,3,Married-civ-spouse,White,Male,10,<=50K
639,54,Federal-gov,Masters,14,Divorced,White,Male,42,>50K
640,24,Private,5th-6th,3,Never-married,White,Male,40,<=50K
641,59,?,HS-grad,9,Widowed,Black,Female,40,<=50K
642,30,?,11th,7,Never-married,Black,Female,40,<=50K
643,57,Federal-gov,Bachelors,13,Married-civ-spouse,White,Female,40,>50K
644,58,State-gov,Masters,14,Married-civ-spouse,White,Male,40,>50K
645,32,Private,HS-grad,9,Never-married,Black,Male,40,<=50K
646,22,Private,HS-grad,9,Never-married,White,Female,25,<=50K
647,20,Private,HS-grad,9,Divorced,White,Female,25,<=50K
648,60,?,Bachelors,13,Married-civ-spouse,White,Male,40,<=50K
649,51,Private,HS-grad,9,Divorced,Black,Female,40,<=50K
650,26,Local-gov,HS-grad,9,Never-married,Black,Female,20,<=50K
651,33,Private,11th,7,Married-civ-spouse,White,Male,40,<=50K
652,19,Private,10th,6,Never-married,White,Female,40,<=50K
653,50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,White,Female,20,>50K
654,32,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
655,51,Local-gov,Bachelors,13,Married-civ-spouse,Black,Male,40,>50K
656,18,Private,Some-college,10,Never-married,Asian-Pac-Islander,Female,20,<=50K
657,35,Federal-gov,Masters,14,Married-civ-spouse,White,Male,50,>50K
658,22,?,Some-college,10,Divorced,White,Male,25,<=50K
659,46,Private,HS-grad,9,Divorced,White,Male,55,<=50K
660,37,Private,HS-grad,9,Divorced,White,Male,45,<=50K
661,45,Private,Some-college,10,Married-civ-spouse,White,Female,20,>50K
662,63,Private,9th,5,Married-civ-spouse,White,Male,32,<=50K
663,53,Private,HS-grad,9,Never-married,Asian-Pac-Islander,Male,10,<=50K
664,24,Private,HS-grad,9,Never-married,Black,Female,40,<=50K
665,65,?,11th,7,Married-civ-spouse,White,Male,29,<=50K
666,43,Private,Assoc-acdm,12,Never-married,White,Female,32,>50K
667,47,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
668,41,Private,HS-grad,9,Never-married,White,Female,40,<=50K
669,27,Private,HS-grad,9,Divorced,White,Male,40,<=50K
670,35,Self-emp-inc,HS-grad,9,Married-civ-spouse,Black,Male,75,<=50K
671,19,Private,Some-college,10,Never-married,White,Female,24,<=50K
672,47,Private,Some-college,10,Separated,White,Female,35,<=50K
673,25,Federal-gov,Bachelors,13,Never-married,Black,Female,40,<=50K
674,59,Local-gov,Prof-school,15,Married-civ-spouse,White,Male,40,>50K
675,28,Private,10th,6,Never-married,White,Female,40,<=50K
676,17,Private,10th,6,Never-married,White,Female,20,<=50K
677,21,Private,Some-college,10,Never-married,Asian-Pac-Islander,Male,50,<=50K
678,31,Private,HS-grad,9,Divorced,Other,Female,40,<=50K
679,49,Private,HS-grad,9,Divorced,White,Female,40,<=50K
680,48,Local-gov,Masters,14,Married-civ-spouse,White,Male,50,>50K
681,60,Self-emp-not-inc,Doctorate,16,Divorced,White,Male,20,<=50K
682,33,Self-emp-not-inc,12th,8,Never-married,White,Male,40,<=50K
683,40,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
684,42,Private,Some-college,10,Married-civ-spouse,White,Male,52,<=50K
685,34,Private,HS-grad,9,Married-civ-spouse,White,Male,40,<=50K
686,38,Federal-gov,Assoc-voc,11,Divorced,Black,Male,52,<=50K
687,58,Self-emp-not-inc,Some-college,10,Married-civ-spouse,White,Male,70,>50K
688,20,Private,Some-college,10,Never-married,White,Female,40,<=50K
689,52,Private,Some-college,10,Separated,White,Female,55,<=50K
690,22,Local-gov,Some-college,10,Married-civ-spouse,White,Male,40,<=50K
691,24,Private,Bachelors,13,Married-civ-spouse,White,Male,35,>50K
